,critic,fresh,imdb,publication,quote,review_date,rtid,title,date,year,test
13091,Robin Dougherty,False,118884,Salon.com,"Faithful to Sagan's brand of popularized science, the film never reaches beyond Hollywood spectacle and sentimentality.",2000-01-01,10172,Contact,2000-01-01,2000,False
24513,James Berardinelli,True,58461,ReelViews,"Really little more than a series of loosely connected shoot-outs -- but, as Sergio Leone proved, there can be a lot of fun in that.",2000-01-01,13370,Per un pugno di dollari,2000-01-01,2000,False
24518,Bruce Westbrook,True,119256,Houston Chronicle,"Has ... meaning and truth, not to mention scarred humanity.",2000-01-01,14170,Sydney,2000-01-01,2000,False
12958,Joe Baltake,True,119738,Sacramento Bee,A wonderful commingling of talent both on-screen and off.,2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12957,Stanley Kauffmann,False,119738,The New Republic,"A farce-comedy, it must thrive, if it's to do so, on sparkle. But the bubbles are sparse, partly because of Roberts's low fizz level.",2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12956,Roger Ebert,True,119738,Chicago Sun-Times,"The screenplay has never been on autopilot; it just fooled us into thinking it was, in order to sneak up on the unpredictability.",2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12955,Susan Wloszczyna,True,119738,USA Today,"After too long dulling down in duds like Mary Reilly, [Roberts] dazzles again.",2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12954,James Berardinelli,True,119738,ReelViews,My Best Friend's Wedding has a bit of an edge and enough intelligence to keep it from drowning in the kind of mawkish sentimentality that often makes this sort of movie hard-to-swallow.,2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12953,Gina Fattore,True,119738,Chicago Reader,"In the eleventh hour, a little romance creeps into this distinctly unromantic comedy.",2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12952,Janet Maslin,False,119738,New York Times,"[An] obtuse, prettily decorative comedy.",2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12951,Susan Stark,False,119738,Detroit News,"Emotionally, this is a movie that just doesn't compute. You leave feeling cross, as if you've been tricked.",2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12950,Stephen Hunter,False,119738,Washington Post,A romantic comedy conspicuously lacking either romance or comedy.,2000-01-01,12712,My Best Friend's Wedding,2000-01-01,2000,False
12984,Jonathan Rosenbaum,True,57345,Chicago Reader,I would argue that Godard's eclecticism must be acknowledged and understood before one can genuinely appreciate the film.,2000-01-01,19272,Le mépris,2000-01-01,2000,False
24519,Joe Baltake,True,119256,Sacramento Bee,"This being an acting piece, the four performances are of a very high order.",2000-01-01,14170,Sydney,2000-01-01,2000,False
24521,Stephen Holden,True,119256,New York Times,"It is really little more than a small resonant mood piece whose hard-bitten characters are difficult to like. But within its self-imposed limitations, it accomplishes most of what it sets out to do.",2000-01-01,14170,Sydney,2000-01-01,2000,False
12934,Charles Taylor,False,119282,Salon.com,Pretty appalling.,2000-01-01,9754,Hercules,2000-01-01,2000,False
12933,Susan Wloszczyna,True,119282,USA Today,Furiously fast and fiendishly funny.,2000-01-01,9754,Hercules,2000-01-01,2000,False
12932,James Berardinelli,True,119282,ReelViews,Hercules has the dubious distinction of being the least-enchanting cartoon Disney has fashioned in over a decade.,2000-01-01,9754,Hercules,2000-01-01,2000,False
12931,Roger Ebert,True,119282,Chicago Sun-Times,"Jumps into the ancient legends feet-first, cheerfully tossing out what won't fit and combining what's left into a new look and a lighthearted style.",2000-01-01,9754,Hercules,2000-01-01,2000,False
12930,Janet Maslin,True,119282,New York Times,"On any level, earthly or otherwise, the ingenious new animated Hercules is pretty divine.",2000-01-01,9754,Hercules,2000-01-01,2000,False
24522,Ruthe Stein,False,119256,San Francisco Chronicle,"Noirish thrillers live or die by their plot twists and dialogue... Unfortunately, the script by first-time filmmaker Paul Thomas Anderson fails on both counts.",2000-01-01,14170,Sydney,2000-01-01,2000,False
24523,James Berardinelli,True,119256,ReelViews,"There's something almost hypnotic about the way Hard Eight develops -- even in its slowest, most tedious moments, it keeps our attention.",2000-01-01,14170,Sydney,2000-01-01,2000,False
24524,Roger Ebert,True,119256,Chicago Sun-Times,"Movies like Hard Eight remind me of what original, compelling characters the movies can sometimes give us.",2000-01-01,14170,Sydney,2000-01-01,2000,False
24525,John Hartl,True,119256,Film.com,"Best of all is Anderson's sense of character, expressed in dialogue that never strains for effect and in his expert handling of a first-rate quartet of actors.",2000-01-01,14170,Sydney,2000-01-01,2000,False
24526,Mike Clark,True,119256,USA Today,We get to see Jackson play one of his scarier characters.,2000-01-01,14170,Sydney,2000-01-01,2000,False
24520,Mary Brennan,True,119256,Film.com,It's hugely refreshing to watch a movie populated almost exclusively by character actors.,2000-01-01,14170,Sydney,2000-01-01,2000,False
12985,Charles Taylor,True,57345,Salon.com,It emerges as one of Godard's most emotional films.,2000-01-01,19272,Le mépris,2000-01-01,2000,False
12986,Jeff Millar,True,57345,Houston Chronicle,"This one has too much forced intellectualism to it, even though it is an engrossing time capsule.",2000-01-01,19272,Le mépris,2000-01-01,2000,False
12988,Edward Guthmann,True,57345,San Francisco Chronicle,"It takes its artistic agenda seriously, but also luxuriates in the sensuality and plasticity of film images.",2000-01-01,19272,Le mépris,2000-01-01,2000,False
13089,Mike Clark,False,118884,USA Today,"For an aspiring ultimate trip, Contact has a flimsy dramatic grip.",2000-01-01,10172,Contact,2000-01-01,2000,False
11532,James Berardinelli,True,117571,ReelViews,Scream is a rarity: a horror movie spoof that succeeds almost as well at provoking scares as laughs.,2000-01-01,17135,Scream,2000-01-01,2000,False
13088,Jonathan Rosenbaum,False,118884,Chicago Reader,"The movie's CNN strategy, whereby credibility is measured in TV exposure, proves fatal, often throwing the proceedings into a laughable tailspin.",2000-01-01,10172,Contact,2000-01-01,2000,False
13087,Roger Ebert,True,118884,Chicago Sun-Times,Zemeckis uses special effects to suggest the climactic events without upstaging them.,2000-01-01,10172,Contact,2000-01-01,2000,False
13086,Stephen Holden,True,118884,New York Times,Contact is at its most relaxed when it sheds its intellectual pretensions and reveals its media-wise sense of humor.,2000-01-01,10172,Contact,2000-01-01,2000,False
13085,Desson Thomson,False,118884,Washington Post,"While the movie doesn't qualify as an awful waste of space by any means, it has so many creative black holes, you'll have to weigh the entertainment odds before making this journey.",2000-01-01,10172,Contact,2000-01-01,2000,False
13061,Susan Wloszczyna,False,120512,USA Today,Wild America often feels like a MMMBop-ish Hanson brothers music video redone for the Discovery Channel.,2000-01-01,11286,Wild America,2000-01-01,2000,False
13052,Mike Clark,False,119848,USA Today,Sporadically engaging.,2000-01-01,11090,Out to Sea,2000-01-01,2000,False
13040,Janet Maslin,True,119654,New York Times,The film's technical team reflects exceptional stylistic harmony.,2000-01-01,12656,Men in Black,2000-01-01,2000,False
13038,Roger Ebert,True,119654,Chicago Sun-Times,"Men in Black continues this summer's tradition, already established by Con Air and Batman and Robin, of big-budget action pictures that at least have the wit to know how silly they are.",2000-01-01,12656,Men in Black,2000-01-01,2000,False
13036,Jonathan Rosenbaum,True,119654,Chicago Reader,"...thanks to Solomon's sparkling dialogue, Sonnenfeld's graceful economy, and a steady visual inventiveness, Men in Black takes the radical step of assuming that its audience is hip and smart, and it shines with that generous act of complicity.",2000-01-01,12656,Men in Black,2000-01-01,2000,False
13035,Joe Baltake,True,119654,Sacramento Bee,"Like the Fiorentino character, you may not remember much. But you'll remember having fun.",2000-01-01,12656,Men in Black,2000-01-01,2000,False
24457,Desson Thomson,False,91214,Washington Post,"There's a pleasing mood to ""Man Facing Southeast"" that makes you want to like it. But the story is so sluggish and takes such illogical twists that you give up.",2000-01-01,162922742,Hombre mirando al sudeste,2000-01-01,2000,False
24458,Rita Kempley,True,91214,Washington Post,"It shows huge promise -- its mystery, its patient pace and its eerie resonance sometimes transcend its didactics.",2000-01-01,162922742,Hombre mirando al sudeste,2000-01-01,2000,False
13019,Lawrence Van Gelder,True,116384,New York Times,"Like its subject, Gabbeh is woven with art.",2000-01-01,770688772,Gabbeh,2000-01-01,2000,False
13018,Roger Ebert,True,116384,Chicago Sun-Times,"Movies such as this work like meditation or music, to nudge us toward the important.",2000-01-01,770688772,Gabbeh,2000-01-01,2000,False
13017,Stanley Kauffmann,True,116384,The New Republic,There is hardly a composition in the film that couldn't be extracted and framed.,2000-01-01,770688772,Gabbeh,2000-01-01,2000,False
13016,Joe Baltake,True,116384,Sacramento Bee,"Has visual eloquence to spare, a rhythm that pulls you along and a sense of yearning not too often encountered in movies.",2000-01-01,770688772,Gabbeh,2000-01-01,2000,False
13015,Peter Stack,True,116384,San Francisco Chronicle,Visually enchanting.,2000-01-01,770688772,Gabbeh,2000-01-01,2000,False
24471,Jonathan Rosenbaum,True,85549,Chicago Reader,Silly but energetic.,2000-01-01,13133,Flashdance,2000-01-01,2000,False
24495,Roger Ebert,True,58150,Chicago Sun-Times,"If it is not a great film, it is a great entertainment, and contains all the elements of the Bond formula that would work again and again.",2000-01-01,12095,Goldfinger,2000-01-01,2000,False
24496,James Berardinelli,True,58150,ReelViews,"Although more gimmicky than From Russia with Love, this film is equally as entertaining.",2000-01-01,12095,Goldfinger,2000-01-01,2000,False
24502,James Berardinelli,True,57076,ReelViews,"Standing at the pinnacle of the series, From Russia with Love shows how good a Bond film can be when all the ingredients mesh.",2000-01-01,10737,From Russia with Love,2000-01-01,2000,False
24507,James Berardinelli,True,55928,ReelViews,"While it may appear tame by the standards of the later productions, it's an entertaining look back in movie history at a project that developed into a worldwide phenomenon.",2000-01-01,10684,Dr. No,2000-01-01,2000,False
12989,Roger Ebert,True,57345,Chicago Sun-Times,"Contempt was Jean-Luc Godard's 1963 attempt at a big-budget, big- star production, and more or less satisfied his curiosity.",2000-01-01,19272,Le mépris,2000-01-01,2000,False
13092,James Berardinelli,True,118884,ReelViews,This is the kind of motion picture that restores one's faith in what can be produced when a large budget is used wisely.,2000-01-01,10172,Contact,2000-01-01,2000,False
13220,Ruthe Stein,True,119361,San Francisco Chronicle,The three leads inhabit their roles in the way only unknown actors can. They really seem to become the characters they're playing.,2000-01-01,14703,In the Company of Men,2000-01-01,2000,False
13318,James Berardinelli,False,119509,ReelViews,Why? That's the question foremost in my mind when I consider this latest motion picture retread of a defunct television series. Why was this movie made in the first place?,2000-01-01,12532,Leave It to Beaver,2000-01-01,2000,False
13255,James Berardinelli,False,118883,ReelViews,...confused and disjointed...,2000-01-01,13448,Conspiracy Theory,2000-01-01,2000,False
13590,Roger Ebert,False,120399,Chicago Sun-Times,"This is a repetitive, pointless exercise in genre filmmaking -- the kind of movie where you distract yourself by making a list of the sources.",2000-01-01,13671,U Turn,2000-01-01,2000,False
13589,Mike Clark,True,120399,USA Today,A sometimes uproarious minor work.,2000-01-01,13671,U Turn,2000-01-01,2000,False
13588,Michelle Goldberg,False,120399,Salon.com,"Stone the propagandist was insufferable, but as a cynic he's even worse.",2000-01-01,13671,U Turn,2000-01-01,2000,False
